,county,median_family,median_household,n_households,per_capita,population,state
2818,Chester,"$42,089","$33,103","12,368","$18,098","32,879",South Carolina
2819,Randolph,"$35,914","$30,023","3,020","$18,094","7,498",Georgia
2820,Nodaway,"$56,449","$36,641","8,599","$18,079","23,347",Missouri
2821,Jasper,"$37,218","$31,170","7,015","$18,075","16,827",Mississippi
2822,Panola,"$41,849","$35,715","11,928","$18,073","34,558",Mississippi
2823,Clarke,"$41,518","$31,362","6,305","$18,066","16,614",Mississippi
2824,Decatur,"$42,523","$30,619","10,525","$18,059","27,676",Georgia
2825,Oscoda,"$40,517","$33,239","3,781","$18,057","8,590",Michigan
2826,Calhoun,"$41,920","$31,679","3,141","$18,053","7,603",West Virginia
2827,Izard,"$39,717","$30,661","5,682","$18,040","13,560",Arkansas
2828,Tillman,"$45,487","$36,354","3,013","$18,035","7,898",Oklahoma
2829,Evangeline,"$41,022","$31,832","11,967","$18,023","33,793",Louisiana
2830,San Saba,"$45,678","$37,743","2,035","$18,009","6,050",Texas
2831,Avoyelles,"$40,311","$33,942","15,332","$18,006","41,765",Louisiana
2832,Hale,"$45,971","$41,191","11,624","$18,004","36,150",Texas
2833,Dunklin,"$38,503","$31,304","12,882","$17,990","31,916",Missouri
2834,Glascock,"$49,279","$37,760","1,189","$17,984","3,094",Georgia
2835,Green,"$44,338","$34,406","4,495","$17,984","11,252",Kentucky
2836,West Carroll,"$44,018","$33,848","4,130","$17,980","11,540",Louisiana
2837,Marshall,"$41,319","$36,022","13,050","$17,978","36,823",Mississippi
2838,Upson,"$43,590","$35,329","10,341","$17,978","26,918",Georgia
2839,Caswell,"$45,925","$35,315","8,813","$17,975","23,462",North Carolina
2840,Candler,"$42,466","$35,070","3,861","$17,974","11,045",Georgia
2841,Greer,"$48,694","$39,900","2,246","$17,969","6,178",Oklahoma
2842,Lawrence,"$42,182","$33,525","5,823","$17,960","15,877",Kentucky
2843,Clark,"$48,735","$32,721","8,341","$17,960","22,912",Arkansas
2844,Twiggs,"$35,901","$31,234","3,056","$17,952","8,808",Georgia
2845,Clayton,"$45,355","$40,606","86,274","$17,950","262,455",Georgia
2846,Halifax,"$42,607","$32,329","21,550","$17,937","54,251",North Carolina
2847,Webster,"$34,786","$27,645","3,928","$17,937","9,073",West Virginia
2848,Quay,"$41,304","$30,802","3,476","$17,936","8,890",New Mexico
2849,Morgan,"$45,048","$34,797","8,164","$17,935","20,392",Missouri
2850,Grainger,"$41,071","$32,364","9,003","$17,933","22,653",Tennessee
2851,Real,"$38,438","$33,885","1,127","$17,931","3,348",Texas
2852,San Miguel,"$40,284","$28,275","11,435","$17,926","29,093",New Mexico
2853,McDuffie,"$44,510","$37,487","8,143","$17,922","21,697",Georgia
2854,Northampton,"$37,249","$31,433","8,604","$17,919","21,645",North Carolina
2855,Vance,"$41,930","$34,987","16,640","$17,905","45,120",North Carolina
2856,Tulare,"$45,500","$42,708","131,642","$17,894","446,644",California
2857,Letcher,"$44,104","$31,200","9,366","$17,886","24,202",Kentucky
2858,Newton,"$37,243","$30,038","3,507","$17,884","8,211",Arkansas
2859,Warren,"$34,030","$27,796","2,208","$17,884","5,706",Georgia
2860,Swisher,"$45,110","$36,753","2,604","$17,880","7,807",Texas
2861,Sumter,"$43,138","$33,796","11,493","$17,879","32,099",Georgia
2862,Barbour,"$44,395","$37,327","6,099","$17,876","16,655",West Virginia
2863,Gilmer,"$49,852","$38,442","2,590","$17,870","8,678",West Virginia
2864,Texas County,"$45,212","$36,082","9,370","$17,868","25,830",Missouri
2865,Val Verde,"$45,452","$40,450","15,082","$17,867","48,730",Texas
2866,Hertford,"$41,713","$33,406","8,624","$17,863","24,516",North Carolina
2867,Caddo,"$48,238","$39,267","10,230","$17,858","29,605",Oklahoma
2868,Madera,"$50,772","$45,625","42,516","$17,847","151,435",California
2869,Todd,"$51,241","$41,541","4,574","$17,846","12,505",Kentucky
2870,Ritchie,"$45,615","$35,769","4,032","$17,843","10,303",West Virginia
2871,Atoka,"$41,653","$37,012","5,303","$17,842","14,070",Oklahoma
2872,Iron,"$49,829","$42,369","15,435","$17,839","46,435",Utah
2873,Clinch,"$42,792","$30,345","2,586","$17,815","6,766",Georgia
2874,Sanpete,"$58,486","$48,369","7,781","$17,811","27,930",Utah
2875,Cassia,"$51,608","$42,039","7,653","$17,801","23,054",Idaho
2876,Okeechobee,"$43,119","$34,570","12,999","$17,787","39,642",Florida
2877,Pulaski,"$48,257","$41,550","4,034","$17,781","11,775",Georgia
2878,Calhoun,"$44,638","$30,980","2,046","$17,763","5,319",Arkansas
2879,Canyon,"$47,302","$42,105","63,442","$17,755","192,153",Idaho
2880,Franklin,"$40,147","$31,214","7,704","$17,752","20,699",Louisiana
2881,Sierra,"$40,786","$27,430","4,350","$17,752","11,898",New Mexico
2882,Lewis,"$42,415","$34,397","4,750","$17,751","12,049",Tennessee
2883,Bradford,"$49,562","$40,259","8,857","$17,749","27,981",Florida
2884,Morgan,"$45,434","$37,631","7,455","$17,747","21,964",Tennessee
2885,Choctaw,"$42,011","$30,201","6,043","$17,739","15,167",Oklahoma
2886,Washington Parish,"$41,963","$31,778","17,599","$17,735","46,935",Louisiana
2887,Hampshire,"$45,831","$27,766","10,570","$17,734","23,746",West Virginia
2888,,,,,"$17,730",,
2889,Floyd,"$37,838","$30,476","15,422","$17,716","39,448",Kentucky
2890,Wayne,"$44,653","$33,198","6,093","$17,706","16,996",Tennessee
2891,Washington County,"$41,108","$34,702","9,199","$17,703","25,135",Missouri
2892,Baraga,"$51,705","$41,189","3,234","$17,701","8,787",Michigan
2893,Cumberland,"$37,620","$31,593","2,604","$17,697","6,842",Kentucky
2894,Orangeburg,"$42,038","$34,110","34,180","$17,687","91,836",South Carolina
2895,Power,"$45,837","$44,212","2,568","$17,684","7,756",Idaho
2896,Jeff Davis,"$42,577","$36,296","5,509","$17,684","15,042",Georgia
2897,Dawson,"$51,946","$39,714","4,414","$17,677","13,771",Texas
2898,Clarendon,"$40,172","$31,410","12,690","$17,665","34,652",South Carolina
2899,Santa Cruz,"$41,774","$37,745","15,078","$17,664","47,122",Arizona
2900,Arthur,"$48,750","$40,568",177,"$17,656",507,Nebraska
2901,Robertson,"$49,643","$31,786",884,"$17,641","2,254",Kentucky
2902,Seminole,"$38,173","$30,521","3,317","$17,641","8,831",Georgia
2903,Lunenburg,"$41,875","$35,237","4,572","$17,630","12,759",Virginia
2904,Franklin,"$56,044","$44,962","4,150","$17,620","12,801",Idaho
2905,Gadsden,"$50,314","$35,380","16,662","$17,615","46,860",Florida
2906,McCurtain,"$40,224","$31,790","13,078","$17,615","33,143",Oklahoma
2907,Turner,"$34,176","$28,326","3,166","$17,609","8,637",Georgia
2908,Randolph,"$47,844","$37,203","8,925","$17,587","25,253",Missouri
2909,Early,"$40,732","$28,853","4,030","$17,579","10,787",Georgia
2910,Jenkins,"$35,490","$26,104","3,354","$17,565","8,642",Georgia
2911,Adams,"$36,044","$27,381","12,087","$17,544","32,308",Mississippi
2912,Deaf Smith,"$47,763","$41,444","6,191","$17,532","19,307",Texas
2913,Jackson,"$48,028","$36,809","16,244","$17,525","49,326",Florida
2914,Dimmit,"$44,403","$36,681","3,542","$17,516","10,270",Texas
2915,Washington County,"$45,757","$33,652","7,119","$17,515","20,982",Georgia
2916,Claiborne,"$39,539","$32,996","5,726","$17,512","16,964",Louisiana
2917,McDonald,"$45,172","$37,997","8,221","$17,505","22,892",Missouri
2918,Buchanan,"$38,734","$29,848","9,485","$17,489","23,920",Virginia
2919,Uvalde,"$41,173","$34,902","8,619","$17,479","26,578",Texas
2920,Marion,"$49,229","$33,301","3,000","$17,479","8,673",Georgia
2921,Roosevelt,"$42,703","$38,764","7,043","$17,477","19,984",New Mexico
2922,Cocke,"$39,065","$30,573","14,917","$17,476","35,596",Tennessee
2923,Blaine,"$41,797","$37,151","2,237","$17,437","6,550",Montana
2924,Bibb,"$43,004","$36,447","7,091","$17,427","22,754",Alabama
2925,Union,"$40,717","$34,399","7,406","$17,426","19,177",Tennessee
2926,Lincoln,"$43,121","$33,651","9,692","$17,420","24,602",Kentucky
2927,Summers,"$44,595","$33,784","5,350","$17,416","13,795",West Virginia
2928,Howell,"$41,181","$32,533","15,796","$17,416","40,458",Missouri
2929,Butler,"$38,500","$29,918","8,235","$17,403","20,624",Alabama
2930,Stone,"$39,665","$29,832","5,135","$17,403","12,517",Arkansas
2931,Washington County,"$45,152","$38,501","8,533","$17,385","24,702",Florida
2932,Hempstead,"$43,407","$32,056","8,296","$17,376","22,509",Arkansas
2933,Cochran,"$43,458","$38,650","1,039","$17,371","3,068",Texas
2934,Adair,"$45,463","$32,524","7,241","$17,371","18,696",Kentucky
2935,Hickory,"$36,457","$29,325","4,219","$17,361","9,499",Missouri
2936,Jasper,"$42,070","$36,413","8,563","$17,350","25,408",South Carolina
2937,Roane,"$38,920","$28,513","5,975","$17,341","14,807",West Virginia
2938,St. Clair,"$42,242","$31,539","4,139","$17,337","9,649",Missouri
2939,Wheatland,"$43,594","$31,867",817,"$17,336","2,138",Montana
2940,Doddridge,"$43,622","$34,817","2,778","$17,334","8,213",West Virginia
2941,Madison,"$39,718","$35,870","4,603","$17,316","12,350",Missouri
2942,Conejos,"$44,338","$34,526","3,099","$17,316","8,256",Colorado
2943,Hart,"$42,359","$33,408","7,115","$17,273","18,345",Kentucky
2944,Wayne,"$43,465","$35,830","10,171","$17,270","30,187",Georgia
2945,Lanier,"$51,739","$39,452","3,725","$17,264","10,250",Georgia
2946,Dallas,"$38,063","$26,519","16,173","$17,245","43,091",Alabama
2947,Covington,"$42,657","$33,381","7,036","$17,241","19,520",Mississippi
2948,Richmond,"$40,322","$32,384","18,254","$17,236","46,534",North Carolina
2949,Wilkinson,"$44,025","$36,173","3,348","$17,228","9,520",Georgia
2950,Ozark,"$37,938","$32,078","4,063","$17,215","9,653",Missouri
2951,Perry,"$39,661","$32,845","3,187","$17,214","7,861",Tennessee
2952,Lafayette,"$38,913","$29,732","2,722","$17,212","7,501",Arkansas
2953,Prince Edward,"$48,282","$37,436","7,453","$17,208","23,166",Virginia
2954,Crowley,"$41,270","$31,477","1,173","$17,187","5,629",Colorado
2955,Perry,"$40,267","$36,124","4,483","$17,183","12,174",Mississippi
2956,Jerome,"$46,585","$40,126","7,676","$17,182","22,391",Idaho
2957,Holmes,"$53,295","$45,477","12,467","$17,177","42,841",Ohio
2958,Tensas,"$35,328","$27,543","2,049","$17,175","5,105",Louisiana
2959,Metcalfe,"$40,943","$31,750","3,919","$17,171","10,043",Kentucky
2960,Graham,"$50,583","$44,943","11,031","$17,168","37,168",Arizona
2961,Buckingham,"$48,786","$38,648","5,817","$17,167","17,126",Virginia
2962,Long,"$50,522","$42,651","4,841","$17,158","15,285",Georgia
2963,Pickens,"$38,728","$28,741","7,926","$17,153","19,516",Alabama
2964,Choctaw,"$41,164","$29,876","3,378","$17,145","8,440",Mississippi
2965,Chesterfield,"$40,989","$31,252","17,622","$17,140","46,452",South Carolina
2966,Duplin,"$42,029","$34,433","22,052","$17,122","59,169",North Carolina
2967,Scott,"$35,842","$28,401","8,206","$17,121","22,154",Tennessee
2968,Wilkes,"$39,534","$28,983","4,083","$17,120","10,265",Georgia
2969,Russell,"$37,256","$29,721","7,270","$17,107","17,636",Kentucky
2970,Thurston,"$49,612","$41,400","2,050","$17,106","6,915",Nebraska
2971,Charlton,"$50,091","$40,111","3,727","$17,102","13,080",Georgia
2972,Bertie,"$40,850","$30,768","7,629","$17,096","20,879",North Carolina
2973,Rowan,"$47,044","$35,236","8,305","$17,094","23,425",Kentucky
2974,Harrisonburg City,"$53,588","$38,048","15,701","$17,080","49,926",Virginia
2975,Taylor,"$35,017","$27,455","3,681","$17,078","8,595",Georgia
2976,Emanuel,"$37,388","$32,046","8,026","$17,064","22,669",Georgia
2977,Drew,"$39,884","$31,171","7,496","$17,057","18,686",Arkansas
2978,Taylor,"$42,684","$36,356","7,672","$17,045","22,660",Florida
2979,Calhoun,"$39,502","$30,000","5,944","$17,034","14,875",Mississippi
2980,Coffee,"$41,964","$35,693","14,497","$17,031","42,841",Georgia
2981,Colquitt,"$38,765","$32,484","15,918","$17,025","45,781",Georgia
2982,Athens,"$50,583","$33,823","22,181","$17,019","64,811",Ohio
2983,Baker,"$46,696","$27,353","1,374","$17,019","3,410",Georgia
2984,Macon,"$42,307","$35,306","8,544","$17,009","22,416",Tennessee
2985,Talbot,"$38,993","$32,424","2,682","$16,993","6,689",Georgia
2986,Yell,"$41,469","$35,535","7,917","$16,992","22,014",Arkansas
2987,Amite,"$36,277","$30,750","5,212","$16,977","13,061",Mississippi
2988,Edgecombe,"$42,351","$33,960","21,021","$16,971","56,049",North Carolina
2989,Piute,"$50,179","$38,500",570,"$16,959","1,791",Utah
2990,Adams,"$48,121","$43,926","5,738","$16,940","18,802",Washington
2991,Monroe,"$35,422","$27,263","3,393","$16,939","8,002",Arkansas
2992,Brantley,"$41,975","$36,070","6,550","$16,938","18,409",Georgia
2993,Poinsett,"$39,616","$32,089","9,369","$16,919","24,403",Arkansas
2994,Carroll,"$41,038","$31,039","3,757","$16,897","10,501",Mississippi
2995,Roosevelt,"$49,649","$36,920","3,264","$16,888","10,665",Montana
2996,Pemiscot,"$38,152","$28,889","6,941","$16,881","18,160",Missouri
2997,Clay,"$36,659","$29,727","3,281","$16,867","7,816",Tennessee
2998,Shannon,"$41,440","$31,132","3,220","$16,862","8,388",Missouri
2999,Dixie,"$42,959","$33,981","6,130","$16,851","16,234",Florida
3000,Walthall,"$43,597","$31,090","5,649","$16,850","15,265",Mississippi
3001,Bee,"$50,229","$43,690","8,539","$16,848","32,281",Texas
3002,Holmes,"$45,713","$35,511","6,808","$16,845","19,864",Florida
3003,Dallas,"$39,681","$28,931","3,269","$16,838","8,045",Arkansas
3004,Terrell,"$38,007","$32,628","3,351","$16,836","9,246",Georgia
3005,Phillips,"$34,684","$26,737","8,339","$16,830","21,253",Arkansas
3006,Barbour,"$43,462","$32,911","9,200","$16,829","27,321",Alabama
3007,Macon,"$41,233","$30,724","8,107","$16,826","20,803",Alabama
3008,Campbell,"$39,284","$31,943","15,959","$16,812","40,553",Tennessee
3009,Johnson,"$43,634","$36,722","3,250","$16,807","9,903",Georgia
3010,Clinton,"$31,364","$27,100","3,960","$16,795","10,210",Kentucky
3011,Scott,"$39,404","$34,534","9,692","$16,789","28,255",Mississippi
3012,Winn,"$45,200","$34,322","5,402","$16,789","15,129",Louisiana
3013,Berrien,"$42,594","$32,258","7,040","$16,784","19,174",Georgia
3014,Leake,"$38,766","$32,521","8,069","$16,780","23,519",Mississippi
3015,Imperial,"$45,540","$41,807","48,099","$16,763","175,201",California
3016,Anson,"$39,667","$33,870","9,686","$16,752","26,569",North Carolina
3017,Somerset,"$53,413","$38,447","8,419","$16,748","26,347",Maryland
3018,Clay,"$42,629","$31,613","3,435","$16,740","9,352",West Virginia
3019,Searcy,"$39,444","$30,779","3,296","$16,731","8,101",Arkansas
3020,Sharp,"$40,550","$30,861","7,023","$16,714","17,203",Arkansas
3021,Kinney,"$45,375","$33,257","1,195","$16,700","3,589",Texas
3022,Morehouse,"$39,570","$28,585","10,482","$16,683","27,603",Louisiana
3023,Chickasaw,"$36,783","$31,061","6,614","$16,677","17,403",Mississippi
3024,Zapata,"$37,267","$31,109","4,460","$16,671","14,164",Texas
3025,Washington County,"$33,025","$28,093","18,123","$16,671","50,578",Mississippi
3026,Lee,"$40,704","$31,308","9,653","$16,664","25,497",Virginia
3027,Tyrrell,"$38,493","$34,216","1,480","$16,658","4,272",North Carolina
3028,Monroe,"$39,949","$29,808","4,401","$16,656","10,874",Kentucky
3029,DeKalb,"$57,163","$44,092","3,769","$16,635","12,873",Missouri
3030,Navajo,"$43,516","$36,927","34,343","$16,626","107,326",Arizona
3031,Prentiss,"$42,093","$32,503","9,611","$16,589","25,354",Mississippi
3032,Sussex,"$53,520","$39,635","3,704","$16,546","12,007",Virginia
3033,Escambia,"$36,550","$30,687","13,681","$16,540","38,169",Alabama
3034,Chicot,"$34,451","$26,201","4,510","$16,538","11,621",Arkansas
3035,Marion,"$38,974","$29,149","12,049","$16,531","32,695",South Carolina
3036,Lincoln,"$47,756","$42,433","1,617","$16,530","5,221",Idaho
3037,Okfuskee,"$43,452","$35,170","4,246","$16,528","12,268",Oklahoma
3038,Rockcastle,"$39,404","$30,674","6,605","$16,513","16,997",Kentucky
3039,Falls,"$43,216","$32,908","5,600","$16,486","17,719",Texas
3040,Johnson,"$36,866","$29,609","6,921","$16,470","18,158",Tennessee
3041,Bolivar,"$36,443","$28,599","12,301","$16,462","34,107",Mississippi
3042,Montgomery,"$42,933","$32,702","3,185","$16,460","9,050",Georgia
3043,Fentress,"$37,837","$29,192","7,348","$16,454","17,943",Tennessee
3044,Murray,"$44,811","$34,888","14,092","$16,449","39,504",Georgia
3045,Estill,"$36,327","$29,184","5,829","$16,435","14,601",Kentucky
3046,Concordia,"$38,125","$29,022","7,642","$16,431","20,652",Louisiana
3047,Leslie,"$37,796","$29,293","4,206","$16,424","11,220",Kentucky
3048,Ripley,"$37,009","$32,291","5,544","$16,408","14,071",Missouri
3049,Douglas,"$38,312","$32,130","5,178","$16,404","13,647",Missouri
3050,Wayne,"$36,059","$29,497","8,083","$16,396","20,797",Kentucky
3051,Greensville,"$47,517","$39,697","3,389","$16,380","12,078",Virginia
3052,Bath,"$36,823","$30,797","4,447","$16,367","11,732",Kentucky
3053,Cedar,"$38,058","$30,302","5,970","$16,362","13,903",Missouri
3054,Malheur,"$45,825","$35,578","10,136","$16,352","30,898",Oregon
3055,Oregon County,"$36,791","$27,743","4,572","$16,331","10,935",Missouri
3056,Walker,"$55,377","$37,617","20,558","$16,330","68,110",Texas
3057,Hamilton,"$46,295","$37,716","4,657","$16,295","14,655",Florida
3058,Bennett,"$40,282","$37,607","1,059","$16,275","3,431",South Dakota
3059,Liberty,"$52,230","$39,681","2,305","$16,266","8,308",Florida
3060,Harlan,"$33,791","$25,906","11,343","$16,257","29,012",Kentucky
3061,Morgan,"$41,116","$30,658","4,697","$16,233","13,657",Kentucky
3062,Culberson,"$43,793","$37,105",838,"$16,227","2,345",Texas
3063,Jefferson Davis,"$34,986","$27,186","4,895","$16,216","12,248",Mississippi
3064,Lake,"$37,664","$29,379","4,096","$16,202","11,485",Michigan
3065,Radford City,"$57,450","$30,714","5,516","$16,181","16,705",Virginia
3066,Garza,"$56,979","$47,540","1,588","$16,175","6,356",Texas
3067,Presidio,"$36,559","$29,634","2,616","$16,175","7,579",Texas
3068,Burke,"$41,707","$31,494","7,881","$16,171","23,223",Georgia
3069,Hendry,"$40,657","$35,425","11,223","$16,133","38,346",Florida
3070,Lewis,"$40,119","$28,388","5,003","$16,132","13,859",Kentucky
3071,Cibola,"$42,024","$37,237","8,016","$16,129","27,296",New Mexico
3072,Luna,"$35,762","$29,282","8,862","$16,114","25,001",New Mexico
3073,Brunswick,"$45,838","$36,293","5,826","$16,060","17,220",Virginia
3074,Chattooga,"$40,623","$33,228","9,457","$16,045","25,670",Georgia
3075,Sevier,"$44,267","$35,153","5,745","$16,021","17,137",Arkansas
3076,Glades,"$37,317","$34,694","3,843","$16,011","13,080",Florida
3077,Lawrence,"$42,457","$32,239","6,580","$15,971","17,227",Arkansas
3078,Whitley,"$37,441","$29,769","13,172","$15,960","35,718",Kentucky
3079,Atkinson,"$34,500","$30,049","2,758","$15,958","8,332",Georgia
3080,Owyhee,"$37,118","$32,175","3,911","$15,945","11,474",Idaho
3081,Menifee,"$33,897","$29,108","2,379","$15,942","6,334",Kentucky
3082,Mitchell,"$53,022","$42,045","2,748","$15,936","9,388",Texas
3083,Jackson,"$29,749","$26,156","5,712","$15,880","13,418",Kentucky
3084,Frio,"$38,823","$35,849","4,805","$15,863","17,522",Texas
3085,Echols,"$41,818","$31,375","1,382","$15,861","4,053",Georgia
3086,Mellette,"$36,023","$35,109",698,"$15,760","2,072",South Dakota
3087,Lauderdale,"$38,356","$32,326","9,686","$15,758","27,794",Tennessee
3088,Monroe,"$36,807","$29,203","8,333","$15,749","22,778",Alabama
3089,Bledsoe,"$39,993","$33,443","4,556","$15,747","12,853",Tennessee
3090,Sharkey,"$51,250","$35,125","1,725","$15,744","4,889",Mississippi
3091,Coahoma,"$31,078","$26,407","9,464","$15,742","25,815",Mississippi
3092,Grady,"$38,759","$30,571","9,290","$15,734","25,143",Georgia
3093,Big Horn,"$46,968","$39,966","3,444","$15,695","12,939",Montana
